ID,ServiceName,ServiceType,Suburb,Postcode,Size,OverallRating,Long Day Care,Preschool/Kinder - Part of a School,Preschool/Kinder - Standalone,After School Care,Before School Care,Vacation Care,Temporarily Closed,Cost Per Day
744,Guardian Childcare & Education Thornbury,Centre-Based Care,THORNBURY,3071,80,Meeting NQS,Yes,No,No,No,No,No,No,184
745,Clyde Street Kindergarten,Centre-Based Care,THORNBURY,3071,29,Exceeding NQS,No,No,Yes,No,No,No,No,58
746,Thornbury Kindergarten,Centre-Based Care,THORNBURY,3071,66,Exceeding NQS,No,No,Yes,No,No,No,No,76
747,Merri Community Child Care Centre,Centre-Based Care,THORNBURY,3071,49,Exceeding NQS,Yes,No,No,No,No,No,No,183
748,Gum Nut Preschool & Child Care,Centre-Based Care,ALPHINGTON,3078,96,Meeting NQS,Yes,No,No,No,No,No,No,173
749,Raleigh St Community Children's Centre,Centre-Based Care,THORNBURY,3071,37,Exceeding NQS,Yes,No,No,No,No,No,No,126
750,Perry Street Child Care Centre and Elizabeth Gorman Memorial Kindergarten,Centre-Based Care,FAIRFIELD,3078,50,Exceeding NQS,Yes,No,No,No,No,No,No,175
751,Clifton Street Childrens Centre,Centre-Based Care,NORTHCOTE,3070,81,Exceeding NQS,Yes,No,No,No,No,No,No,186
752,Journey Early Learning Centre - Alphington,Centre-Based Care,ALPHINGTON,3078,45,Meeting NQS,Yes,No,No,No,No,No,No,63
753,Numurkah Kindergarten,Centre-Based Care,NUMURKAH,3636,58,Meeting NQS,No,No,Yes,No,No,No,No,67
754,Blackburn Pre-School,Centre-Based Care,BLACKBURN,3130,30,Exceeding NQS,No,No,Yes,No,No,No,No,107
755,Newhope Baptist Preschool,Centre-Based Care,BLACKBURN,3130,44,Exceeding NQS,No,No,Yes,No,No,No,No,81
756,Pope Road Blackburn Kindergarten,Centre-Based Care,BLACKBURN,3130,30,Exceeding NQS,No,No,Yes,No,No,No,No,147
757,Katrina Preschool,Centre-Based Care,BLACKBURN NORTH,3130,27,Exceeding NQS,No,No,Yes,No,No,No,No,105
758,Larch St Kindergarten,Centre-Based Care,BLACKBURN NORTH,3130,28,Meeting NQS,No,No,Yes,No,No,No,No,197
759,Indra Preschool,Centre-Based Care,BLACKBURN SOUTH,3130,27,Exceeding NQS,No,No,Yes,No,No,No,No,88
760,Benwerrin Preschool,Centre-Based Care,BURWOOD EAST,3151,56,Exceeding NQS,No,No,Yes,No,No,No,No,51
761,East Burwood Preschool,Centre-Based Care,BURWOOD EAST,3151,33,Meeting NQS,No,No,Yes,No,No,No,No,129
762,Parkmore Preschool,Centre-Based Care,FOREST HILL,3131,30,Exceeding NQS,No,No,Yes,No,No,No,No,163
763,Dr Stanley Cochrane Memorial Preschool,Centre-Based Care,MITCHAM,3132,30,Exceeding NQS,No,No,Yes,No,No,No,No,50
764,Heatherdale Preschool,Centre-Based Care,MITCHAM,3132,30,Exceeding NQS,No,No,Yes,No,No,No,No,107
765,Rangeview Preschool,Centre-Based Care,MITCHAM,3132,55,Exceeding NQS,No,No,Yes,No,No,No,No,195
766,Eastmont Preschool,Centre-Based Care,VERMONT,3133,30,Exceeding NQS,No,No,Yes,No,No,No,No,162
767,Birralee Preschool,Centre-Based Care,VERMONT SOUTH,3133,27,Meeting NQS,No,No,Yes,No,No,No,No,73
768,Taralye Kindergarten,Centre-Based Care,BLACKBURN,3130,65,Exceeding NQS,No,No,Yes,No,No,No,No,82
769,Terrara Preschool,Centre-Based Care,VERMONT SOUTH,3133,29,Meeting NQS,No,No,Yes,No,No,No,No,163
770,Barriburn Preschool,Centre-Based Care,VERMONT SOUTH,3133,27,Meeting NQS,No,No,Yes,No,No,No,No,57
771,Vermont South Children's Services Centre,Centre-Based Care,VERMONT SOUTH,3133,79,Exceeding NQS,Yes,No,No,No,No,No,No,50
772,Blackburn Children's Services Centre,Centre-Based Care,BLACKBURN,3130,73,Exceeding NQS,Yes,No,No,No,No,No,No,156
773,Lucknow Street Children's Services Centre,Centre-Based Care,MITCHAM,3132,85,Meeting NQS,Yes,No,No,No,No,No,No,113
774,Emmikins ELC,Centre-Based Care,MITCHAM,3132,60,Working Towards NQS,Yes,No,No,No,No,No,No,84
775,Vermont Primary School Kindergarten,Centre-Based Care,VERMONT,3133,60,Exceeding NQS,No,Yes,No,No,No,No,No,129
776,Little Raskals Kindergarten & Child Care Centre,Centre-Based Care,NUNAWADING,3131,40,Meeting NQS,Yes,No,No,No,No,No,No,176
777,Dover Street Preschool,Centre-Based Care,OAKLEIGH EAST,3166,30,Meeting NQS,No,No,Yes,No,No,No,No,170
778,Hughesdale Kindergarten,Centre-Based Care,HUGHESDALE,3166,29,Exceeding NQS,No,No,Yes,No,No,No,No,76
779,Germain Street Kindergarten,Centre-Based Care,OAKLEIGH SOUTH,3167,30,Exceeding NQS,No,No,Yes,No,No,No,No,141
780,Monash Children's Centre,Centre-Based Care,CLAYTON,3168,109,Exceeding NQS,Yes,No,No,No,No,No,No,126
781,St Johns Preschool,Centre-Based Care,OAKLEIGH,3166,30,Exceeding NQS,No,No,Yes,No,No,No,No,95
782,Ward Avenue Kindergarten,Centre-Based Care,OAKLEIGH SOUTH,3167,30,Exceeding NQS,No,No,Yes,No,No,No,No,127
783,Oakleigh Grammar Early Learning Centre,Centre-Based Care,OAKLEIGH,3166,110,Exceeding NQS,No,Yes,No,No,No,No,No,110
784,Kanooka Child Care Centre,Centre-Based Care,CLAYTON,3168,64,Exceeding NQS,Yes,No,No,No,No,No,No,109
785,Brine Street Child Care Centre,Centre-Based Care,HUGHESDALE,3166,67,Exceeding NQS,Yes,No,No,No,No,No,No,173
786,Csiro Care Clayton,Centre-Based Care,CLAYTON,3168,69,Exceeding NQS,Yes,No,No,No,No,No,No,182
787,Monash Vale Early Learning Centre,Centre-Based Care,CLAYTON,3168,97,Exceeding NQS,Yes,No,No,No,No,No,No,130
788,Orbost Kindergarten,Centre-Based Care,ORBOST,3888,50,Exceeding NQS,No,No,Yes,No,No,No,No,159
789,Mallacoota Kindergarten,Centre-Based Care,MALLACOOTA,3892,25,Exceeding NQS,No,No,Yes,No,No,No,No,86
790,Apollo Bay Kindergarten,Centre-Based Care,APOLLO BAY,3233,24,Exceeding NQS,No,No,Yes,No,No,No,No,123
791,Apollo Bay Child Care Services,Centre-Based Care,APOLLO BAY,3233,42,Meeting NQS,Yes,No,No,No,No,No,No,174
792,Lavers Hill and District Preschool,Centre-Based Care,LAVERS HILL,3238,14,Meeting NQS,No,Yes,No,No,No,No,No,88
793,Whorouly & District Kindergarten,Centre-Based Care,WHOROULY,3735,28,Exceeding NQS,No,Yes,No,No,No,No,No,109
794,Moyhu & District Kindergarten,Centre-Based Care,MOYHU,3732,28,Exceeding NQS,No,No,Yes,No,No,No,No,100
795,Whitfield Community Child Care Centre,Centre-Based Care,WHITFIELD,3733,15,Meeting NQS,Yes,No,No,No,No,No,No,198
796,Elsa Macleod Kindergarten,Centre-Based Care,PORTLAND,3305,29,Exceeding NQS,No,No,Yes,No,No,No,No,133
797,Jaycee Kindergarten,Centre-Based Care,PORTLAND,3305,28,Exceeding NQS,No,No,Yes,No,No,No,No,83
798,Heywood Early Learning Centre,Centre-Based Care,HEYWOOD,3304,28,Meeting NQS,Yes,No,No,No,No,No,No,100
799,Dartmoor Children's Centre,Centre-Based Care,DARTMOOR,3304,29,Exceeding NQS,Yes,No,Yes,No,No,No,No,122
800,Branxholme Kindergarten,Centre-Based Care,BRANXHOLME,3302,21,Meeting NQS,No,No,Yes,No,No,No,No,54
801,Ada Mary A'beckett Children's Centre Inc,Centre-Based Care,PORT MELBOURNE,3207,142,Exceeding NQS,Yes,No,No,No,No,No,No,103
802,Southport UnitingCare Kindergarten,Centre-Based Care,PORT MELBOURNE,3207,29,Exceeding NQS,No,No,Yes,No,No,No,No,140
803,Clark Street Children's Centre,Centre-Based Care,PORT MELBOURNE,3207,65,Meeting NQS,Yes,No,No,No,No,No,No,166
804,Hornbrook Childrens Centre,Centre-Based Care,WINDSOR,3181,52,Meeting NQS,Yes,No,No,No,No,No,No,106
805,Renown Kindergarten,Centre-Based Care,SOUTH YARRA,3141,54,Exceeding NQS,No,No,Yes,No,No,No,No,135
806,Brookville Kindergarten,Centre-Based Care,TOORAK,3142,72,Exceeding NQS,No,No,Yes,No,No,No,No,174
807,John Mackenzie Kindergarten,Centre-Based Care,TOORAK,3142,49,Exceeding NQS,No,No,Yes,No,No,No,No,174
808,Armadale Early Learning Centre,Centre-Based Care,ARMADALE,3143,52,Exceeding NQS,No,No,Yes,No,No,No,No,182
809,St Catherines Early Learning Centre,Centre-Based Care,TOORAK,3142,108,Exceeding NQS,No,Yes,No,No,No,No,No,109
810,Headland Montessori Alma Road,Centre-Based Care,ST KILDA EAST,3183,60,Meeting NQS,Yes,No,No,No,No,No,No,129
811,Princes Close Childcare Centre,Centre-Based Care,PRAHRAN,3181,60,Exceeding NQS,Yes,No,No,No,No,No,No,104
812,EXPLORERS EARLY LEARNING - ARMADALE,Centre-Based Care,ARMADALE,3143,116,Exceeding NQS,Yes,No,No,No,No,No,No,78
813,Geelong Grammar School Toorak Campus,Centre-Based Care,TOORAK,3142,111,Exceeding NQS,No,Yes,No,No,No,No,No,97
814,Blake Street Kindergarten,Centre-Based Care,RESERVOIR,3073,27,Meeting NQS,No,No,Yes,No,No,No,No,111
815,Merrilands Children's Centre & Kindergarten - BUC,Centre-Based Care,RESERVOIR,3073,66,Meeting NQS,Yes,No,No,No,No,No,No,140
816,La Trobe University Community Children's Centre,Centre-Based Care,LA TROBE UNIVERSITY,3086,187,Exceeding NQS,Yes,No,No,No,No,No,No,51
817,Gellibrand Crescent Kindergarten,Centre-Based Care,RESERVOIR,3073,30,Meeting NQS,No,No,Yes,No,No,No,No,110
818,Gower Street Kindergarten,Centre-Based Care,PRESTON,3072,29,Working Towards NQS,No,No,Yes,No,No,No,No,96
819,Maryborough Avenue Kindergarten,Centre-Based Care,KINGSBURY,3083,28,Working Towards NQS,No,No,Yes,No,No,No,No,114
820,Kookaburra Kindergarten - BUC,Centre-Based Care,RESERVOIR,3073,30,Meeting NQS,No,No,Yes,No,No,No,No,197
821,Dewdrops Early Learning,Centre-Based Care,RESERVOIR,3073,45,Meeting NQS,Yes,No,No,No,No,No,No,177
822,Darebin Childcare and Kindergarten Inc - Reservoir,Centre-Based Care,RESERVOIR,3073,86,Exceeding NQS,Yes,No,No,No,No,No,No,79
823,Edwardes Street Child Minding,Centre-Based Care,RESERVOIR,3073,50,Working Towards NQS,Yes,No,No,No,No,No,No,158
824,Darebin Childcare and Kindergarten Inc - Preston,Centre-Based Care,PRESTON,3072,61,Meeting NQS,Yes,No,No,No,No,No,No,145
825,Nara Community Early Learning Centre,Centre-Based Care,PRESTON,3072,68,Exceeding NQS,Yes,No,No,No,No,No,No,160
826,J S Grey Reserve Kindergarten,Centre-Based Care,PRESTON WEST,3072,54,Exceeding NQS,No,No,Yes,No,No,No,No,191
827,Wood Street Childcare Centre,Centre-Based Care,PRESTON,3072,58,Exceeding NQS,Yes,No,No,No,No,No,No,113
828,Pyalong Preschool,Centre-Based Care,PYALONG,3521,25,Exceeding NQS,No,No,Yes,No,No,No,No,53
829,Queenscliff Kindergarten,Centre-Based Care,QUEENSCLIFF,3225,33,Exceeding NQS,No,No,Yes,No,No,No,No,103
830,Lonsdale House Childcare,Centre-Based Care,POINT LONSDALE,3225,69,Exceeding NQS,Yes,No,No,No,No,No,No,176
831,Richmond Kindergarten,Centre-Based Care,RICHMOND,3121,28,Exceeding NQS,No,No,Yes,No,No,No,No,146
832,Dame Nellie Melba Kindergarten,Centre-Based Care,RICHMOND,3121,55,Exceeding NQS,No,No,Yes,No,No,No,No,95
833,Yarraberg Child Care & Community Centre,Centre-Based Care,RICHMOND,3121,54,Meeting NQS,Yes,No,No,No,No,No,No,65
834,Boroondara Kindergarten,Centre-Based Care,RICHMOND NORTH,3121,59,Exceeding NQS,No,No,Yes,No,No,No,No,198
835,Alpha Early Learning Centre,Centre-Based Care,RICHMOND,3121,55,Meeting NQS,Yes,No,No,No,No,No,No,88
836,Acacia Children's Centre,Centre-Based Care,RICHMOND,3121,43,Meeting NQS,Yes,No,No,No,No,No,No,150
837,Richmond Creche and Kindergarten Inc,Centre-Based Care,RICHMOND,3121,70,Exceeding NQS,Yes,No,No,No,No,No,No,104
838,TRY Richmond Multicultural Children's Centre,Centre-Based Care,RICHMOND,3121,36,Meeting NQS,Yes,No,No,No,No,No,No,188
839,Heathmont Kindergarten,Centre-Based Care,HEATHMONT EAST,3135,65,Exceeding NQS,Yes,No,Yes,No,No,No,No,165
840,Heathmont East Kindergarten,Centre-Based Care,HEATHMONT,3135,28,Exceeding NQS,No,No,Yes,No,No,No,No,151
841,Pinemont Preschool,Centre-Based Care,RINGWOOD,3134,30,Exceeding NQS,No,No,Yes,No,No,No,No,173
842,North Ringwood Preschool Inc,Centre-Based Care,RINGWOOD NORTH,3134,28,Meeting NQS,No,No,Yes,No,No,No,No,139
843,Ringwood Uniting Church Kindergarten,Centre-Based Care,RINGWOOD,3134,54,Exceeding NQS,No,No,Yes,No,No,No,No,139
844,Maroondah Kindergarten,Centre-Based Care,RINGWOOD EAST,3135,29,Exceeding NQS,No,No,Yes,No,No,No,No,65
845,Ellie V Pullin Kindergarten,Centre-Based Care,RINGWOOD NORTH,3134,29,Exceeding NQS,No,No,Yes,No,No,No,No,73
846,Ringwood East Childcare & Kindergarten,Centre-Based Care,RINGWOOD EAST,3135,37,Meeting NQS,Yes,No,No,No,No,No,No,51
847,Heathmont East Early Learning Centre,Centre-Based Care,HEATHMONT EAST,3135,35,Meeting NQS,Yes,No,No,No,No,No,No,113
848,Knaith Road Child Care Centre,Centre-Based Care,RINGWOOD EAST,3135,50,Exceeding NQS,Yes,No,No,No,No,No,No,117
849,North Ringwood Community Children's Centre Inc.,Centre-Based Care,RINGWOOD NORTH,3134,50,Meeting NQS,Yes,No,No,No,No,No,No,157
850,Choklits Child Care,Centre-Based Care,RINGWOOD,3134,90,Meeting NQS,Yes,No,No,No,No,No,No,66
851,Top Kids Childcare & Pre-School,Centre-Based Care,RINGWOOD,3134,92,Exceeding NQS,Yes,No,No,No,No,No,No,153
852,Shine Bright Rochester Kindergarten,Centre-Based Care,ROCHESTER,3561,30,Exceeding NQS,No,No,Yes,No,No,No,No,66
853,Shine Bright Gunbower Kindergarten,Centre-Based Care,GUNBOWER,3566,22,Exceeding NQS,No,No,Yes,No,No,No,No,136
854,Shine Bright Lockington Kindergarten,Centre-Based Care,LOCKINGTON,3563,25,Meeting NQS,No,No,Yes,No,No,No,No,79
855,Rochester & District Child Care Centre,Centre-Based Care,ROCHESTER,3561,38,Working Towards NQS,Yes,No,No,No,No,No,No,57
856,Merrigum Kindergarten & Early Childhood Services,Centre-Based Care,MERRIGUM,3618,25,Exceeding NQS,No,No,Yes,No,No,No,No,177
857,Save the Children Kindergarten - Mooroopna,Centre-Based Care,MOOROOPNA,3629,40,Meeting NQS,No,No,Yes,No,No,No,No,94
858,Alexandra Street Kindergarten,Centre-Based Care,MOOROOPNA,3629,29,Meeting NQS,No,No,Yes,No,No,No,No,157
859,Echuca Road Kindergarten,Centre-Based Care,MOOROOPNA,3629,29,Meeting NQS,No,No,Yes,No,No,No,No,109
860,Gowrie Park Kindergarten,Centre-Based Care,TATURA,3616,29,Exceeding NQS,No,No,Yes,No,No,No,No,189
861,RODNEY NEIGHBOURHOOD STEINER KINDERGARTEN,Centre-Based Care,MOOROOPNA,3629,31,Exceeding NQS,No,No,Yes,No,No,No,No,91
862,Frank R Pullar Childcare Centre,Centre-Based Care,MOOROOPNA,3629,78,Meeting NQS,Yes,No,No,No,No,No,No,124
863,Riddells Creek Kindergarten,Centre-Based Care,RIDDELLS CREEK,3431,33,Meeting NQS,No,No,Yes,No,No,No,No,105
864,Lancefield Kindergarten,Centre-Based Care,LANCEFIELD,3435,25,Meeting NQS,No,No,Yes,No,No,No,No,156
865,Macedon Ranges Montessori Preschool,Centre-Based Care,RIDDELLS CREEK,3431,40,Exceeding NQS,No,No,Yes,No,No,No,No,95
866,Glengarry Kindergarten,Centre-Based Care,GLENGARRY,3854,30,Exceeding NQS,No,No,Yes,No,No,No,No,143
867,Longford Kindergarten,Centre-Based Care,LONGFORD,3851,23,Exceeding NQS,No,No,Yes,No,No,No,No,60
868,Rutherglen Kindergarten,Centre-Based Care,RUTHERGLEN,3685,50,Working Towards NQS,No,No,Yes,No,No,No,No,180
869,St Arnaud Early Learning Centre,Centre-Based Care,ST ARNAUD,3478,90,Working Towards NQS,Yes,No,No,No,No,Yes,No,90
870,St Kilda & Balaclava Kindergarten,Centre-Based Care,BALACLAVA,3183,55,Exceeding NQS,Yes,No,No,No,No,No,No,147
871,The Avenue Children's Centre and Kindergarten,Centre-Based Care,BALACLAVA,3183,40,Meeting NQS,Yes,No,No,No,No,No,No,173
872,North St Kilda Children's Centre,Centre-Based Care,ST KILDA,3182,77,Meeting NQS,Yes,No,No,No,No,No,No,198
873,Elwood Children's Centre,Centre-Based Care,ELWOOD,3184,39,Exceeding NQS,Yes,No,No,No,No,No,No,168
874,Eildon Road Child Care Centre,Centre-Based Care,ST KILDA,3182,44,Meeting NQS,Yes,No,No,No,No,No,No,85
875,Kimmba Bilingual Early Learning Centre,Centre-Based Care,ST KILDA EAST,3183,32,Working Towards NQS,Yes,No,No,No,No,No,No,85
876,St Michael's Grammar School Kindergarten,Centre-Based Care,ST KILDA,3182,90,Exceeding NQS,No,Yes,No,No,No,No,No,138
877,Wesley College Melbourne St Kilda Road Early Childhood Learning Centre,Centre-Based Care,ST KILDA,3182,58,Exceeding NQS,No,Yes,No,No,No,No,No,156
878,Papilio Early Learning St Kilda,Centre-Based Care,ST KILDA EAST,3183,60,Working Towards NQS,Yes,No,No,No,No,No,No,170
879,Gwenfa Hampton Kindergarten,Centre-Based Care,SALE,3850,24,Exceeding NQS,No,No,Yes,No,No,No,No,77
880,Hyland Community Kindergarten,Centre-Based Care,SALE,3850,28,Exceeding NQS,No,No,Yes,No,No,No,No,179
881,St Columba's Community Kindergarten,Centre-Based Care,SALE,3850,30,Exceeding NQS,No,No,Yes,No,No,No,No,126
882,Sale North Kindergarten,Centre-Based Care,SALE,3850,30,Exceeding NQS,No,No,Yes,No,No,No,No,78
883,Kath Foley Childrens Centre & Kindergarten Inc,Centre-Based Care,SALE,3850,63,Exceeding NQS,Yes,No,No,No,No,No,No,58
884,Jack & Jill Kindergarten,Centre-Based Care,BEAUMARIS,3193,28,Exceeding NQS,No,No,Yes,No,No,No,No,191
885,Olive Philips Kindergarten,Centre-Based Care,BEAUMARIS,3193,27,Exceeding NQS,No,No,Yes,No,No,No,No,129
886,Black Rock Preschool,Centre-Based Care,BLACK ROCK,3193,30,Exceeding NQS,No,No,Yes,No,No,No,No,85
887,Hampton Community Kindergarten,Centre-Based Care,HAMPTON,3188,48,Meeting NQS,No,No,Yes,No,No,No,No,55
888,Helen Paul Kindergarten,Centre-Based Care,HAMPTON,3188,52,Exceeding NQS,No,No,Yes,No,No,No,No,156
889,Holy Trinity Anglican Kindergarten,Centre-Based Care,HAMPTON,3188,30,Exceeding NQS,No,No,Yes,No,No,No,No,67
890,Grange Road Kindergarten,Centre-Based Care,SANDRINGHAM,3191,60,Exceeding NQS,No,No,Yes,No,No,No,No,69
891,Nagle Kindergarten,Centre-Based Care,SANDRINGHAM,3191,29,Exceeding NQS,No,No,Yes,No,No,No,No,132
892,St John The Baptist (Sandringham) Kindergarten,Centre-Based Care,SANDRINGHAM,3191,30,Exceeding NQS,No,No,Yes,No,No,No,No,161
893,Firbank Grammar School,Centre-Based Care,SANDRINGHAM,3191,100,Exceeding NQS,Yes,Yes,No,Yes,Yes,Yes,No,189
894,Genius Childcare - Sandringham,Centre-Based Care,SANDRINGHAM,3191,60,Meeting NQS,Yes,No,No,No,No,No,No,190
895,Sebastopol South Kindergarten,Centre-Based Care,SEBASTOPOL,3356,45,Meeting NQS,No,No,Yes,No,No,No,No,107
896,Seymour Preschool Centre,Centre-Based Care,SEYMOUR,3660,30,Meeting NQS,No,No,Yes,No,No,No,No,109
897,Avenel Early Childhood Service,Centre-Based Care,AVENEL,3664,66,Meeting NQS,Yes,No,Yes,Yes,No,Yes,No,196
898,Patricia Smith Kindergarten,Centre-Based Care,SHEPPARTON,3630,55,Exceeding NQS,No,No,Yes,No,No,No,No,114
899,Gowrie Street Preschool and Occassional Care,Centre-Based Care,SHEPPARTON,3630,75,Working Towards NQS,No,Yes,No,No,No,No,No,123
900,Colliver Road Kindergarten,Centre-Based Care,SHEPPARTON,3630,29,Exceeding NQS,No,No,Yes,No,No,No,No,188
901,Dolena Young Kindergarten,Centre-Based Care,SHEPPARTON,3630,29,Meeting NQS,No,No,Yes,No,No,No,No,84
902,Florina Preschool & Day Care,Centre-Based Care,SHEPPARTON,3630,82,Meeting NQS,Yes,No,No,Yes,Yes,Yes,No,121
903,Nancy Vibert Occasional Child Care Centre,Centre-Based Care,SHEPPARTON,3630,56,Meeting NQS,Yes,No,No,No,No,No,No,89
904,Arthur Dickmann Childcare Centre,Centre-Based Care,SHEPPARTON,3630,100,Exceeding NQS,Yes,No,No,No,No,No,No,66
905,Guthrie Street Child Care Centre,Centre-Based Care,SHEPPARTON,3630,80,Meeting NQS,Yes,No,No,No,No,No,No,165
906,Belgrave Preschool,Centre-Based Care,BELGRAVE,3160,30,Exceeding NQS,No,No,Yes,No,No,No,No,141
907,Len Jeffrey Memorial Kindergarten,Centre-Based Care,BELGRAVE SOUTH,3160,53,Exceeding NQS,No,No,Yes,No,No,No,No,196
908,Emerald Preschool,Centre-Based Care,EMERALD,3782,59,Meeting NQS,No,No,Yes,No,No,No,No,179
909,Kallista Kindergarten,Centre-Based Care,KALLISTA,3791,42,Exceeding NQS,No,No,Yes,No,No,No,No,61
910,Tecoma Kindergarten,Centre-Based Care,TECOMA,3160,24,Exceeding NQS,No,No,Yes,No,No,No,No,91
911,Upper Ferntree Gully Kindergarten,Centre-Based Care,UPPER FERNTREE GULLY,3156,30,Exceeding NQS,No,No,Yes,No,No,No,No,100
912,The Cottage Childcare Centre,Centre-Based Care,MONBULK,3793,45,Meeting NQS,Yes,No,No,No,No,No,No,193
913,Dandenong Ranges Steiner School Kindergarten,Centre-Based Care,MENZIES CREEK,3159,27,Meeting NQS,No,No,Yes,No,No,No,No,62
914,Selby Preschool,Centre-Based Care,SELBY,3159,30,Exceeding NQS,No,No,Yes,No,No,No,No,55
915,The Patch Kindergarten,Centre-Based Care,THE PATCH,3792,42,Exceeding NQS,No,Yes,No,No,No,No,No,110
916,Sherbrooke Family and Children's Centre,Centre-Based Care,UPWEY,3158,114,Exceeding NQS,Yes,No,No,No,No,No,No,81
917,Dandenong Ranges Child Care Centre,Centre-Based Care,UPWEY,3158,45,Exceeding NQS,Yes,No,No,No,No,No,No,178
918,Bellevue Preschool,Centre-Based Care,HIGHTON,3216,33,Meeting NQS,No,No,Yes,No,No,No,No,60
919,Belmont Community Kindergarten,Centre-Based Care,BELMONT,3216,58,Exceeding NQS,No,No,Yes,No,No,No,No,94
920,Alexander Thomson Preschool,Centre-Based Care,BELMONT,3216,84,Meeting NQS,No,No,Yes,No,No,No,No,52
921,Grovedale Preschool,Centre-Based Care,GROVEDALE,3216,30,Exceeding NQS,No,No,Yes,No,No,No,No,100
922,St Lukes Highton Kindergarten,Centre-Based Care,HIGHTON,3216,27,Meeting NQS,No,No,Yes,No,No,No,No,117
923,St Pauls Lutheran Kindergarten,Centre-Based Care,GROVEDALE,3216,56,Meeting NQS,No,No,Yes,No,No,No,No,130
924,Greenville Kindergarten,Centre-Based Care,GROVEDALE,3216,30,Exceeding NQS,No,No,Yes,No,No,No,No,187
925,City Learning & Care - Belmont,Centre-Based Care,BELMONT,3216,49,Exceeding NQS,Yes,No,No,No,No,No,No,126
926,Williams House Kindergarten,Centre-Based Care,BELMONT,3216,72,Exceeding NQS,Yes,Yes,No,No,No,No,No,144
927,Highton Child Care & Development Centre Pty Ltd,Centre-Based Care,BELMONT,3216,71,Meeting NQS,Yes,No,No,No,No,No,No,99
928,Town & Country Children's Centre,Centre-Based Care,HIGHTON,3216,94,Meeting NQS,Yes,No,No,No,No,No,No,140
929,Civic Kindergarten,Centre-Based Care,MIDDLE PARK,3206,23,Exceeding NQS,No,No,Yes,No,No,No,No,113
930,Middle Park Kindergarten,Centre-Based Care,MIDDLE PARK,3206,30,Meeting NQS,No,No,Yes,No,No,No,No,53
931,Apple Blossoms Early Learning South Melbourne,Centre-Based Care,SOUTH MELBOURNE,3205,52,Working Towards NQS,Yes,No,No,No,No,No,No,64
932,Lilian Cannam Kindergarten,Centre-Based Care,SOUTH MELBOURNE,3205,67,Working Towards NQS,No,No,Yes,No,No,No,No,51
933,Albert Park Preschool Centre,Centre-Based Care,ALBERT PARK,3206,24,Excellent,No,No,Yes,No,No,No,No,88
934,Clarendon Children's Centre Co-op,Centre-Based Care,SOUTH MELBOURNE,3205,40,Excellent,Yes,No,No,No,No,No,No,50
935,South Melbourne Child Care,Centre-Based Care,ALBERT PARK,3206,40,Exceeding NQS,Yes,No,No,No,No,No,No,145
936,Coventry Children's Centre,Centre-Based Care,SOUTH MELBOURNE,3205,60,Exceeding NQS,Yes,No,No,No,No,No,No,131
937,Chelsea Heights Kindergarten,Centre-Based Care,CHELSEA HEIGHTS,3196,53,Working Towards NQS,No,No,Yes,No,No,No,No,70
938,Marcus Road Kindergarten,Centre-Based Care,DINGLEY VILLAGE,3172,36,Exceeding NQS,No,No,Yes,No,No,No,No,180
939,Jacks Avenue Kindergarten,Centre-Based Care,DINGLEY VILLAGE,3172,27,Meeting NQS,No,No,Yes,No,No,No,No,59
940,Harrisfield Kindergarten,Centre-Based Care,NOBLE PARK,3174,30,Meeting NQS,No,No,Yes,No,No,No,No,74
941,Olinda Avenue Kindergarten,Centre-Based Care,SPRINGVALE,3171,29,Exceeding NQS,No,No,Yes,No,No,No,No,132
